,Unnamed: 0,"('IPCC 2013, Ecoinvent V3.5', 'climate change', 'GWP 100a, bioCO2=1, C1_36')","('IPCC 2013, Ecoinvent V3.5', 'climate change', 'GWP 100a, bioCO2=0, C1_36')","('IPCC 2007, Ecoinvent V3.5', 'climate change', 'GWP 100a, bioCO2=1')","('IPCC 2007, Ecoinvent V3.5', 'climate change', 'GWP 100a, bioCO2=0')","('SWOLF_Acidification', 'SWOLF')","('SWOLF_Eutrophication', 'SWOLF')","('SWOLF_CED', 'SWOLF')","('CML (v4.4, 2015)', 'resources', 'depletion of abiotic resources - elements, ultimate reserves')","('Land_app', 'cmpLandDies')","('Land_app', 'NO3')","('Land_app', 'frac_gw')","('Land_app', 'MFEN')","('Land_app', 'MFEP')","('Land_app', 'MFEK')","('Land_app', 'DslAppN')","('Land_app', 'DslAppP')","('Land_app', 'DslAppK')","('Land_app', 'R_NO3')","('Land_app', 'R_N2O')","('Land_app', 'R_NH3')","('Land_app', 'PeatSubFac')","('Land_app', 'densPeat')","('Land_app', 'moistPeat')","('Land_app', 'CContPeat')","('Land_app', 'CstorePeat')","('Land_app', 'perN2Oevap')","('Land_app', 'perNH3evap')","('Land_app', 'perNasNH3fc')","('operation', 'allocation_ADC')","('Material_Properties', 'mcFC')","('Material_Properties', 'densFC')","('Soil_seq', 'perCStor')","('initflow', 'C_cont')","('initflow', 'N_cont')","('initflow', 'P_cont')","('initflow', 'K_cont')","('Lanfill', 'CH4_Collected')","('Lanfill', 'Frac_oxidized')","('Lanfill', 'Frac_flared')","('Lanfill', 'percCStor_LF')","('Lanfill', 'Elec_eff')","('Lanfill', 'frac_CH4')","('Lanfill', 'DC_subs_fac')","('Lanfill', 'Soil_dens')","('Lanfill', 'DC_thickness')","('Lanfill', 'ADC_thickness')","('Lanfill', 'Frac_NH4')","('Lanfill', 'LCRS_eff')","('Lanfill', 'NH4_rmv_eff')","('Lanfill', 'Grid_mix')"
"('Land_app', 'moistPeat')",-0.0017272313780243751,0.09505450556414946,0.26050097333327404,0.0949283992540336,0.26081844221093003,0.0031839117485652968,0.007833944883568936,0.0016803321663963905,-0.009239821160232035,0.0009181027046528191,0.005074537381646804,-0.005901699853198394,-0.000489539779881028,0.009229655489224225,-0.005880165266787394,-0.015370827321513222,-0.0019199041479851936,0.014542538803024736,-0.0031019991360387187,-0.0036158369369061697,-0.00118236178824771,-0.0036454862502515706,0.0007101603751830331,1.0,0.002039591827144574,-0.0010134204843395102,0.013192723192751468,-0.008569794059845273,0.0025546063553859803,-0.0072091395469043125,-0.006515395254104804,0.004742081477563969,0.005232805440031795,-0.010185191868750991,0.007636445407960524,-0.007043256533957954,0.00936709864244973,0.012575207291922675,-0.005076699660020725,0.000276051804455106,0.004747602566279812,0.006336547056690886,-0.004111284765141488,-0.013555946615341725,0.004269141902359697,-0.001497029146071239,0.0021467001488989584,-0.0068311551149781565,-0.00040254584689362476,0.004489771486219652,0.012755858657266736
"('Land_app', 'CContPeat')",0.0016666169827677332,-0.05081369233421459,-0.14259522225006177,-0.050604683347174655,-0.14238061524487944,0.009071816859453043,0.011886418825511004,-0.003492945435598176,-0.002953078469787571,-0.006534601735140122,0.006743181671500023,-0.0009333846439316863,0.005575960638366368,0.0008420750400917554,-0.0022573382726774095,-0.01055315647648047,-0.0015276061674261378,-0.007444871248463704,-0.005668295205498899,-0.0019497929713609987,-0.004429553364326001,0.00287195843647874,0.00760444398883505,0.002039591827144574,1.0,-0.005669406449578854,0.004899422901923749,0.0007896620299839126,0.008321446292866347,0.001205307231072688,0.0070386493202577475,0.007322664922741848,-0.0025464995337028647,0.008428359432829586,0.011315550150895278,-0.006192572808785949,-0.003762232357302042,-0.0005781083169834697,0.011545160551920706,0.0071114343192801265,0.00794173279425754,-0.009064221828695703,0.005468435480555509,-0.0004960881785237993,-0.004311124454939704,-0.0021597497498979973,-0.0016688445253806605,-0.003289296512862595,-0.004674021821678314,-0.0018105557223003685,-0.00858188080779399
"('Land_app', 'CstorePeat')",0.003125170385569985,0.047204512329951924,0.1085616010278361,0.047158894311749536,0.1087631082892957,-0.004802218333123667,-0.0016055161209556237,0.00606468824577582,0.0005429422459028467,0.0012137719957560583,-0.010581349407430777,-0.010578858797769552,-0.0050689647830428905,0.01629993686851944,0.00841963093766557,-0.008381857235215645,0.0059538349339595155,-0.0029835202458728736,-0.01400582906964994,-0.0003131762966817863,0.0021095925685924092,0.0013507980766134307,-0.007709752147380816,-0.0010134204843395102,-0.005669406449578854,1.0,-0.0003679150512761028,0.005783294444642999,-0.01003575453367012,0.0008058104812750181,-0.0020685565798111436,-0.0035825908942088945,-0.00273055525820959,0.005613605896152325,0.0031955577617257987,-0.00856463265955548,0.0037751726808333544,0.008125661348329758,0.00112304024571081,0.013449316724294145,-0.011951230004130408,0.00450194344722703,0.006171272639031752,0.008608766317192595,-0.00561246149930493,-0.005897653852838511,0.004896303965085866,-0.007584134932051579,0.0026214056503945904,0.0024069247433689844,0.006974358692810778
"('Land_app', 'perN2Oevap')",0.0056268314728306415,0.01936256889160772,0.0748812677036603,0.022665641706228427,0.08356130032243798,-0.009109353906825744,-0.00831625022682765,0.0018728153703424025,0.006663430998243763,0.0027077288367822116,0.0038814492630542814,0.003982602386243182,0.0002269744474690703,0.010732312144951727,0.0007832369655100071,0.0017394796862543033,0.008304997141083712,0.0004011996824247113,-0.0008976083766017106,0.0004649235973507888,0.006129312962244807,-0.017443130823718414,0.0008720070618779101,0.013192723192751468,0.004899422901923749,-0.0003679150512761028,1.0,0.00543577202317386,-0.006849661370618147,0.008931035510039853,0.00599299001813121,-0.0023592255899262254,0.005444513525289191,-0.0041088184471177085,-0.012300672628434489,4.390875067763236e-05,0.013765454974790856,-0.0036055774874014417,0.009725989776170703,0.005930023126126885,-0.0016258129434401753,0.0012605123423670224,0.003282445944128303,0.0026848682818267485,0.0012402478241366655,-0.011669164488713768,-0.0029285959728428523,-0.0017395007333967925,0.006303091360736118,0.008732361738342253,0.006954273300277112
"('Land_app', 'perNH3evap')",0.0013251876630723783,-0.002798401313398289,-0.012349001614016463,-0.002701895492142134,-0.012096831166834139,0.1886195249907378,-0.0009791301044200433,-0.011434337229150575,-0.0033320908180480852,-0.0038337909279309956,-0.0028669079603394205,0.002664246829998462,-0.0010495003675524918,0.0027150464820531973,0.0014073176253245265,-0.012783897196995556,0.008022798203538985,0.005014785801671878,0.0031364725353515716,0.007713517519192055,0.01111151550308297,0.0012166257040623866,0.013187892787146653,-0.008569794059845273,0.0007896620299839126,0.005783294444642999,0.00543577202317386,1.0,-0.006263277681137963,0.004409868818431554,-0.010388801118128264,-0.0012522102090490085,0.006677239283523486,-0.004224111528040566,-0.0030039034104482713,0.013817895407883961,0.004634560556306875,0.0009281411636755568,-0.016818019206565834,-0.004746646408196584,-0.0008278385896906366,-0.006548580648639175,0.00977203564614456,-0.005055492731205263,-0.008316119898699086,-0.0008804063966979688,0.004442578221001718,0.0024137499998807886,0.0008598050942272036,0.009332237691422976,-0.0010992117815330179
"('Land_app', 'perNasNH3fc')",-0.0032664005456173556,-0.00983087998592983,0.005043580354617513,-0.009849301868736981,0.004883699016706463,0.7815509445775183,0.01858323004553032,0.003372510049692756,0.007550947097496736,0.00029811022828702007,0.01028266257369303,0.013855332450493923,-0.010969817515242905,0.010207165794518363,0.0030587409541065784,0.014131051385846005,-0.007105039208438718,-0.008655428375077524,0.003061965950810308,0.0050208440643277254,0.006264786855767391,0.017880073307410153,-0.008628532696772535,0.0025546063553859803,0.008321446292866347,-0.01003575453367012,-0.006849661370618147,-0.006263277681137963,1.0,0.015158142385417418,0.008058476845214728,-0.005502072057292775,-0.0026931542549098815,-0.011637241086801071,0.0002563828075590378,-0.005749551278908147,-0.009324445301279185,-0.015372671704090379,0.013981319340413165,-0.002771252065597569,0.006592900926140311,-0.013655105003023851,0.00956214743632652,-0.006493466578028083,1.404298279592018e-05,-0.009091679653417492,0.01245103692838545,0.00921346080951582,0.0012671835261151576,-0.01197122266684757,0.00010853045562413394
"('operation', 'allocation_ADC')",-0.001491374169543131,-0.0040712587277637775,0.014980605481276953,-0.004018694407412372,0.015070213540390415,0.011327614869739662,3.521815320499139e-05,0.01387984315681807,0.0049740730511469815,0.004092054821131394,-0.003106578960805663,-0.011716764196245438,-0.006175167462379435,0.008715333499659996,0.010241202149655314,-0.00911859739832948,-0.001019770455555284,0.004026351445401658,-0.0017275819509528665,0.001513661473512471,-0.0030415017208106437,-0.0031061044725842687,-0.006475850649454379,-0.0072091395469043125,0.001205307231072688,0.0008058104812750181,0.008931035510039853,0.004409868818431554,0.015158142385417418,1.0,0.004000259619636826,0.015033529320178747,-0.004797022600953257,-0.008203538128873679,-0.0008844058318251015,0.00932455744086639,0.0014204155675156406,0.011228764461042567,-0.0026222160193146455,-0.005519585258426572,0.0016600719914505013,0.013516841434606644,0.002353955556095898,0.011939129863022953,-0.0051148981713557045,0.001249861233227063,-0.0025694761361562584,-0.004966045376562501,-0.0037782732342871153,0.004639386016452383,-0.003417900304635643
"('Material_Properties', 'mcFC')",-0.00471057317518773,-0.4766035958952686,0.18724369021533105,-0.4804656372033116,0.17189630462902433,-0.1849299896075638,-0.32617512311481817,0.10636762047213409,0.4646365877262467,0.0019130062790625845,-0.0014185204838109882,0.0019589564668004316,0.0013010750501004109,-0.0034874417360420233,-0.004630776396995688,-0.014604384459641876,0.006362490857308281,0.004169325284854311,0.00579453063789448,1.3416177566864343e-06,-0.00035879691306268024,0.0016205633324921519,-0.011201720744791845,-0.006515395254104804,0.0070386493202577475,-0.0020685565798111436,0.00599299001813121,-0.010388801118128264,0.008058476845214728,0.004000259619636826,1.0,-0.008980627081843003,-0.0017997546015094683,0.005958619339522068,0.0006253946176468711,-0.0037913530704230267,0.016968573534188448,-0.0016215296651932143,-0.0013754491470167037,-0.004061409792549234,-0.006538445904344239,-6.71986333662632e-05,-0.011585889929036437,-0.016533264539306574,0.001984591554289879,-0.01582393110550865,0.013363472130460945,-0.0017116717050686251,0.009121603137750477,-0.001526503992238764,-0.004113928838282392
"('Material_Properties', 'densFC')",0.00032864406285743205,0.14897867067076462,0.3886330577730169,0.14797857255723745,0.38700845187605326,0.009578720962817462,0.007069759792742181,0.4814991994254392,-0.0026312901526404277,0.0065282151362551525,-0.0015742428224609004,0.0006603128732746398,0.005364242111738344,-0.007423797920603664,-0.005978579189944116,-0.0037851647541688846,6.916897435093548e-05,-0.003141659092741773,-0.008320760061597985,-0.009004875455145604,0.008509021957790333,-0.008617500895619998,-0.0018617073511801507,0.004742081477563969,0.007322664922741848,-0.0035825908942088945,-0.0023592255899262254,-0.0012522102090490085,-0.005502072057292775,0.015033529320178747,-0.008980627081843003,1.0,0.012099862210742694,-0.005800241446280061,0.004823576098013843,0.0010634168509384436,-0.01164003704087385,-0.002250197287470288,0.01078617328429016,0.0070086455426859665,-0.007676762921946378,-0.0008301845694458333,0.001474525040445568,0.0017364673708435115,-0.002026454419044496,0.010603648897299924,-0.001990548983437208,0.00334313075283829,0.0002519412969689961,-0.007346955179164453,-0.0014335629121065897
"('Soil_seq', 'perCStor')",-0.0014361821480235579,-0.08449493718618914,-0.23718393395799667,-0.08434975276143396,-0.23734098439523843,-0.004623775208317198,0.003280406615796254,0.005176166566651724,-0.0073587255706873906,0.0022388393847196913,0.01251583421941015,-0.0023227744743584337,0.007248717985670165,0.0055782460056898586,0.00584544404806281,-0.004904715681667118,0.005980563700820752,-0.0045840057938755846,-0.00593339212402376,0.0005348188335930064,0.001126086554931765,-0.008874967167576244,-0.0019584355849012673,0.005232805440031795,-0.0025464995337028647,-0.00273055525820959,0.005444513525289191,0.006677239283523486,-0.0026931542549098815,-0.004797022600953257,-0.0017997546015094683,0.012099862210742694,1.0,0.010142107295156253,-0.003582440416944446,0.007645935415011351,-0.010232069935548267,0.00673861813681436,0.014101773150661398,0.0038289405318677736,0.0047777266354012814,0.0063592032520184,0.005886368619919617,-0.01082993162502629,0.001296062150850785,0.001371014201500751,0.008000999200544916,-0.005296771193341191,-0.0049311934047827095,0.012342008954847963,5.8713257865230706e-05
"('initflow', 'C_cont')",-0.012265188732568584,0.7691881140037853,-0.19594220794781914,0.7667737300699191,-0.19607095195010593,-0.010490877916582835,-0.008793647961428196,0.0061431261431255345,0.01044733118770248,-0.009612915335774488,-0.00393194732466283,-0.007158601317416647,-0.004746207673935975,0.0012347064276169175,-0.00920645340114,0.0035098744365923895,0.007727134709028695,-0.010455500641491764,-0.0022298626474185016,0.0015689884996109341,0.01630186130840183,-0.0036042141794626072,-0.010700990316483174,-0.010185191868750991,0.008428359432829586,0.005613605896152325,-0.0041088184471177085,-0.004224111528040566,-0.011637241086801071,-0.008203538128873679,0.005958619339522068,-0.005800241446280061,0.010142107295156253,1.0,-0.005826918755797922,-0.008644525596806606,-0.00012730707997030645,0.013252324853935682,-0.0011361595533485101,0.000719706465550636,-0.002441623328348235,-0.0210244438254888,0.005610961481090338,-0.003155182977942973,0.0015670090813003066,-0.006003751252856542,0.0036705621038507757,0.0058605601227948645,0.007199916929411361,0.0020780967016818266,-0.0006821168892023243
"('initflow', 'N_cont')",-0.008282990263461461,-0.03208410769745634,-0.03878174408661343,-0.026010058611560884,-0.02200789402180747,0.2994648339769241,0.45833139874086015,-0.11551929591628396,-0.5876323021994042,-0.001293939878666953,0.00897565386932801,-8.348084676604587e-05,0.003815786531727412,0.0017791321722582048,-0.0003507718055959354,0.0007419506676347717,0.004113289526115311,0.005102349734166586,0.00018234149176089978,-0.00439637928921683,0.0004145730966102027,-0.01540245255049243,-0.004645750794030582,0.007636445407960524,0.011315550150895278,0.0031955577617257987,-0.012300672628434489,-0.0030039034104482713,0.0002563828075590378,-0.0008844058318251015,0.0006253946176468711,0.004823576098013843,-0.003582440416944446,-0.005826918755797922,1.0,-0.0034391267442705825,-0.006894676010096265,0.0059375878328053605,0.004012356340641189,0.0009869429104024097,-0.012843293339943928,0.007496001144007678,-0.008223724259888031,0.0032675277006656463,-0.00020369490738872653,-0.00497249613210645,0.00577549384199246,0.0011398313420297877,-0.005080410974697317,-0.012815996230871535,-0.002111656432455326
"('initflow', 'P_cont')",-0.0007039494520568135,-0.008118343488710598,-0.0037149311844414624,-0.007971715003995902,-0.0033529984090173116,-0.01663057712791013,0.005708152763616307,0.0016072249847897168,-0.05832743308738617,0.008468094414713339,0.005816304953607775,-0.005417262095297155,0.002534104035831965,-0.014063448049687352,-0.01627233410918269,0.0021220038321458318,-0.009183535026071539,0.008493458272249194,0.0012406844752924917,-0.0037431947419206703,0.005008594718443173,0.0016962257017959586,-0.007824989540866554,-0.007043256533957954,-0.006192572808785949,-0.00856463265955548,4.390875067763236e-05,0.013817895407883961,-0.005749551278908147,0.00932455744086639,-0.0037913530704230267,0.0010634168509384436,0.007645935415011351,-0.008644525596806606,-0.0034391267442705825,1.0,0.009345961408528941,0.003792550453010913,0.02511568594196803,0.01798539887352026,-0.001054643454430013,0.01042167055596231,0.004337961793799143,-0.005532788749195759,0.009810237833423998,-0.005065410203044169,0.01220297147691434,-0.006621178876458342,-0.008579711670626804,0.0010298661684445367,0.004802267910617364
"('initflow', 'K_cont')",0.0042977513058279375,-0.0306127944461731,-0.03266597338561265,-0.028450034880904588,-0.026026039213440526,-0.0519195444964492,-0.006027113471392444,-0.020563869822395938,-0.012060132654032874,0.007962227321758416,0.0026261390248162844,-0.007616046930351763,-0.0051136777577965534,0.01196411591811266,-0.0072860749017545435,0.008719423094707189,0.00586515026456749,0.0027431917283748585,-0.009249566991645643,-0.003533032960691686,-0.007719718733905166,0.011253063114226558,-0.0007283883422407248,0.00936709864244973,-0.003762232357302042,0.0037751726808333544,0.013765454974790856,0.004634560556306875,-0.009324445301279185,0.0014204155675156406,0.016968573534188448,-0.01164003704087385,-0.010232069935548267,-0.00012730707997030645,-0.006894676010096265,0.009345961408528941,1.0,0.004031412513963786,0.009822532148362366,-0.0008300726755623934,-0.012147648950271234,-5.2937349953236824e-06,-0.004629631545225463,0.0004489252113068383,0.009158909265369181,-0.008484147917057061,0.0054858945675748914,-0.010975456814203597,-0.006527126607068232,0.005415798776614781,-0.00027615980651135704
"('Lanfill', 'CH4_Collected')",-0.0038422154927517456,0.010333799044347832,-0.00043572057651489703,0.010375447730631905,-0.00023588459774381018,-0.008385184001050722,-0.006258878615087974,-0.0021681658876140804,-0.0020856598517662948,-0.001880462434666874,-0.009141270926897642,-0.01127834733549854,-0.005606348164333365,0.00030089813555509505,0.0041088125559452715,0.01343022924558814,0.002741267787529495,0.012357684189243576,0.004453272825251359,0.0015604221986143805,-0.005619645743066565,0.0008904101767400083,-0.0007446295035238271,0.012575207291922675,-0.0005781083169834697,0.008125661348329758,-0.0036055774874014417,0.0009281411636755568,-0.015372671704090379,0.011228764461042567,-0.0016215296651932143,-0.002250197287470288,0.00673861813681436,0.013252324853935682,0.0059375878328053605,0.003792550453010913,0.004031412513963786,1.0,-0.015642073189221138,-0.0020040743577029478,0.00030265556429805184,-0.007921220065487757,-0.004246263855238276,-0.0028429743743847084,-0.012656704712366152,0.0031163021425953136,-0.009958005432609959,-0.010818176517668025,-0.012638593361805124,6.120441895802758e-05,0.0015016874352935894
"('Lanfill', 'Frac_oxidized')",-0.0018022318752181502,-0.0022109190489951,0.0013861017793450905,-0.002139495696986084,0.0015687324606988649,0.01025661701957814,0.010566237786079723,0.009369235355712068,-0.0018692697525286872,0.0034963743724406053,0.011791505810979614,-0.014579883417986219,-0.003965965021382566,-0.01473141890638096,0.008845439136530112,-0.0006444977407722566,-0.012803270754149287,-0.009539326929060926,0.0026176563814483914,0.008672541934167149,-0.003789265363680459,-0.005484273064412303,-0.005740668787874849,-0.005076699660020725,0.011545160551920706,0.00112304024571081,0.009725989776170703,-0.016818019206565834,0.013981319340413165,-0.0026222160193146455,-0.0013754491470167037,0.01078617328429016,0.014101773150661398,-0.0011361595533485101,0.004012356340641189,0.02511568594196803,0.009822532148362366,-0.015642073189221138,1.0,0.0029245339501592946,-0.0014943973161710745,0.005930206942207927,0.011121673096295977,-0.007659411935866806,-0.0020041878884382047,0.00918598366398076,0.005692711739737088,-0.007034643813504149,0.003923304871991379,0.0011243847240131092,-0.007111130973746288
"('Lanfill', 'Frac_flared')",0.0022501814932396227,0.0025521903723973905,-0.0016831916920348258,0.0025979554443539836,-0.0015393376349612908,-0.006618799430809104,0.016094081209204966,-0.0012104334878223347,-0.003651627144870663,-0.005643201000200907,0.020067355826311164,-0.003922711714999724,-0.002408152742004239,-0.0002229673595435033,-0.0032846123273861964,0.010799839410655338,0.0017580561530099674,0.0011665973717028266,0.0034777382375765506,-0.0005808746524666789,0.005979214388679098,0.003110044159907231,0.0036277637426678066,0.000276051804455106,0.0071114343192801265,0.013449316724294145,0.005930023126126885,-0.004746646408196584,-0.002771252065597569,-0.005519585258426572,-0.004061409792549234,0.0070086455426859665,0.0038289405318677736,0.000719706465550636,0.0009869429104024097,0.01798539887352026,-0.0008300726755623934,-0.0020040743577029478,0.0029245339501592946,1.0,-0.016295544733335252,-0.00483092255551134,0.00598191450452668,-0.011528545415234577,0.0008496857147114834,-0.012279988208001611,-0.008068817057347964,-0.009474456349931434,-3.669617121021642e-05,-0.0035429256858381993,0.0017860770984158953
"('Lanfill', 'percCStor_LF')",-0.0032117263615202363,0.000894003015271448,-0.002914035331548269,0.0008775283997952722,-0.0029835747192986754,0.004920935921130403,-0.007249218429896917,-0.001672955339278562,0.01012654512632805,0.0026244725574383503,-0.00050002423768576,-0.006494177441046773,-0.00877516005203747,0.008654309142504937,-0.006082682245719609,-0.007554128209873257,-0.002369060056193599,-0.006154048360545373,0.011258581562367788,0.001051537509115026,-0.000166349619674191,-0.010931841996344728,0.0007804380274235727,0.004747602566279812,0.00794173279425754,-0.011951230004130408,-0.0016258129434401753,-0.0008278385896906366,0.006592900926140311,0.0016600719914505013,-0.006538445904344239,-0.007676762921946378,0.0047777266354012814,-0.002441623328348235,-0.012843293339943928,-0.001054643454430013,-0.012147648950271234,0.00030265556429805184,-0.0014943973161710745,-0.016295544733335252,1.0,0.007964280065491105,-0.0005038622458849362,0.000492954254751553,-0.00010883414916055749,-0.005195372995402267,0.00798792302690589,0.0054010651978222066,-0.014250589861103667,-0.00796780329493137,-0.006873253795479593
"('Lanfill', 'Elec_eff')",0.007610323514441956,-0.013988987266103477,0.002809767468911468,-0.01388479586803583,0.002975987985504502,-0.013012277869625177,0.010989986102849998,-0.002529551955766575,-0.003002006342971091,0.0035847484132555843,0.007942438451399943,-0.005129239257119986,-0.00544143412670497,0.0006371698855220873,0.001272811843389958,0.005103722373243443,-0.006584792702851806,0.001310594015214798,0.0026196733899470264,-0.009709793833375868,0.0026940010326356283,0.008974522014556176,0.003155198238570328,0.006336547056690886,-0.009064221828695703,0.00450194344722703,0.0012605123423670224,-0.006548580648639175,-0.013655105003023851,0.013516841434606644,-6.71986333662632e-05,-0.0008301845694458333,0.0063592032520184,-0.0210244438254888,0.007496001144007678,0.01042167055596231,-5.2937349953236824e-06,-0.007921220065487757,0.005930206942207927,-0.00483092255551134,0.007964280065491105,1.0,0.009134115584921254,-0.004389549512078276,-0.0130653590336555,-0.001968905256173583,-0.001673223747552144,-0.003009874457779592,0.010584017454754596,-0.012155279984590215,0.008617427979123054
"('Lanfill', 'frac_CH4')",-0.0023201109092578598,0.011534737861826558,0.0007967122928546006,0.011489770569617141,0.0007777181137181501,0.009574605359720595,0.004992893436487006,0.005875936941225499,-0.0034647048497105687,-0.008170649324535225,0.0038851205729936314,0.008897577626974965,0.004498818465743817,0.0037430779099534546,0.012408263343258752,0.008932104913275611,-0.00026568902578764074,-0.0071950706148331545,-0.000705379010930989,-0.000873202529225963,0.01152456199948663,0.014593938630726496,-0.008636802657013705,-0.004111284765141488,0.005468435480555509,0.006171272639031752,0.003282445944128303,0.00977203564614456,0.00956214743632652,0.002353955556095898,-0.011585889929036437,0.001474525040445568,0.005886368619919617,0.005610961481090338,-0.008223724259888031,0.004337961793799143,-0.004629631545225463,-0.004246263855238276,0.011121673096295977,0.00598191450452668,-0.0005038622458849362,0.009134115584921254,1.0,-0.01113890444508701,-0.003917385765939871,-0.011851559865669933,-0.002861705990215578,-0.0072428231855921075,-0.003127212240765582,0.0019232029545829255,0.005699782754973234
"('Lanfill', 'DC_subs_fac')",0.0018666922097275403,0.005317901378684918,-0.002011388831816777,0.0054813084521007005,-0.0015225259738366355,0.001839023598480918,-0.0013587240257475935,-0.004890061206222371,-0.004145310866306197,-0.003225347430808021,-0.014718533605745517,0.002593056662915676,-0.00450187030388944,0.010330706899431094,0.011058766234477968,-0.00829860487682122,-0.0002282120577248008,0.002531159607224751,-0.006574803949374179,-0.003738444767428071,-0.008411484880460474,0.003400377297929957,0.0014098791797497107,-0.013555946615341725,-0.0004960881785237993,0.008608766317192595,0.0026848682818267485,-0.005055492731205263,-0.006493466578028083,0.011939129863022953,-0.016533264539306574,0.0017364673708435115,-0.01082993162502629,-0.003155182977942973,0.0032675277006656463,-0.005532788749195759,0.0004489252113068383,-0.0028429743743847084,-0.007659411935866806,-0.011528545415234577,0.000492954254751553,-0.004389549512078276,-0.01113890444508701,1.0,0.002110787684718978,0.012628951641372609,0.001427119295596559,0.005384266712148015,-0.005356149840552032,-0.0071707317204719725,-0.006039489873717237
"('Lanfill', 'Soil_dens')",-0.003203171389647354,0.003189529346793064,0.006102271540891773,0.0032351130529983743,0.0062410078024704085,-0.001080461664946551,0.012720847521163136,0.004781117597247761,0.003114002624936393,0.00048359347582080435,0.010663542708609192,0.0007336889973340219,-0.004710142359827862,-0.016601443620079377,0.0013031414890390812,0.0049499076917947325,-0.009723675464998615,-0.0088806834075454,-0.009206314026136976,-0.00828505055533431,-0.010973581864059933,-0.0036664774794143624,-0.0055363076149033885,0.004269141902359697,-0.004311124454939704,-0.00561246149930493,0.0012402478241366655,-0.008316119898699086,1.404298279592018e-05,-0.0051148981713557045,0.001984591554289879,-0.002026454419044496,0.001296062150850785,0.0015670090813003066,-0.00020369490738872653,0.009810237833423998,0.009158909265369181,-0.012656704712366152,-0.0020041878884382047,0.0008496857147114834,-0.00010883414916055749,-0.0130653590336555,-0.003917385765939871,0.002110787684718978,1.0,0.0038642736463590883,-0.0015288260556566384,-0.008734672029392746,0.006689936596682347,0.00027895179536822207,-0.011046228068444387
"('Lanfill', 'DC_thickness')",-0.0012303529994912106,0.004611037900471141,0.0022691093785787786,0.004577653797296314,0.002227443288070267,-0.01088701716597147,0.004597437994196233,0.00695748703169345,-0.004646700114771147,0.0005106918501272003,0.0006565408260685447,0.003887493711784574,0.0041700834660052906,0.0015401378323634492,-0.006478497611747404,0.010678609033549603,0.011779273736029309,-0.011867945955686432,-0.0007842577507419676,0.007505156925230888,0.004875496377916044,0.01282487667683065,-0.004405887987315572,-0.001497029146071239,-0.0021597497498979973,-0.005897653852838511,-0.011669164488713768,-0.0008804063966979688,-0.009091679653417492,0.001249861233227063,-0.01582393110550865,0.010603648897299924,0.001371014201500751,-0.006003751252856542,-0.00497249613210645,-0.005065410203044169,-0.008484147917057061,0.0031163021425953136,0.00918598366398076,-0.012279988208001611,-0.005195372995402267,-0.001968905256173583,-0.011851559865669933,0.012628951641372609,0.0038642736463590883,1.0,0.0024278962990634265,-0.00924763437914943,-0.005210054503634712,-0.006434967699135536,0.0053994522589226705
"('Lanfill', 'ADC_thickness')",0.009849433795513316,-0.004443457125884521,0.006381592481385731,-0.0045230921337202174,0.006145664675236287,0.005548401133917768,-0.005657030681257081,0.008404170787528918,-0.004781112380336381,-0.005293057576140428,-0.004839739650311196,0.007000559964805865,0.00879539698890502,0.0030672754733635753,0.0001371790197631303,0.002521592479809865,0.009360953441041488,0.0009406888754091418,-0.008004547591870253,-0.007272722535185686,-0.00296450118186985,-0.004644595850954076,-0.007443915210765773,0.0021467001488989584,-0.0016688445253806605,0.004896303965085866,-0.0029285959728428523,0.004442578221001718,0.01245103692838545,-0.0025694761361562584,0.013363472130460945,-0.001990548983437208,0.008000999200544916,0.0036705621038507757,0.00577549384199246,0.01220297147691434,0.0054858945675748914,-0.009958005432609959,0.005692711739737088,-0.008068817057347964,0.00798792302690589,-0.001673223747552144,-0.002861705990215578,0.001427119295596559,-0.0015288260556566384,0.0024278962990634265,1.0,-0.00942498168102564,-0.012778769843792412,0.006427938351377117,0.008724305733253284
"('Lanfill', 'Frac_NH4')",-0.004455749937494019,0.005898025671780159,-0.003422136467395825,0.005824449504327429,-0.0035525234076932465,0.006684455610783463,-0.00283668416149166,-0.0008855259747814041,-0.008386343438060594,0.005441552285861567,-0.0029879884144180776,0.009125937215971327,0.010747242143436645,0.0038862807454741106,0.007312216279382216,-0.013184523988278353,-0.011908522216190327,0.004755940783059291,0.0007334201345358568,0.0031098633671120977,-0.006749166153164238,-0.005695502744780995,0.0018192465470392434,-0.0068311551149781565,-0.003289296512862595,-0.007584134932051579,-0.0017395007333967925,0.0024137499998807886,0.00921346080951582,-0.004966045376562501,-0.0017116717050686251,0.00334313075283829,-0.005296771193341191,0.0058605601227948645,0.0011398313420297877,-0.006621178876458342,-0.010975456814203597,-0.010818176517668025,-0.007034643813504149,-0.009474456349931434,0.0054010651978222066,-0.003009874457779592,-0.0072428231855921075,0.005384266712148015,-0.008734672029392746,-0.00924763437914943,-0.00942498168102564,1.0,-0.008866096940759896,-0.00601695549210713,-0.0018360819052277459
